user_id,group,price,promo_flag,country,device,converted
345,B_treatment,22.0,1,NL,Android,0
346,B_treatment,22.0,1,NL,Android,0
347,B_treatment,22.0,1,DE,iOS,0
348,A_control,20.0,0,FR,Web,0
349,B_treatment,22.0,1,DE,iOS,0
350,A_control,20.0,0,DE,Web,0
351,B_treatment,22.0,1,LT,Android,0
352,A_control,20.0,0,NL,Android,0
353,B_treatment,22.0,1,FR,Android,0
354,B_treatment,22.0,1,DE,Android,0
355,A_control,20.0,0,PL,Android,0
356,B_treatment,22.0,1,LT,Android,0
357,B_treatment,22.0,1,NL,Web,0
358,B_treatment,22.0,1,DE,Android,0
359,A_control,20.0,0,NL,Android,0
360,B_treatment,22.0,1,NL,iOS,0
361,B_treatment,22.0,1,DE,Android,0
362,A_control,20.0,0,LT,Web,0
363,A_control,20.0,0,DE,Android,0
364,A_control,20.0,0,DE,iOS,0
365,B_treatment,22.0,1,NL,Android,0
366,A_control,20.0,0,NL,Android,0
367,B_treatment,22.0,1,LT,iOS,0
368,B_treatment,22.0,1,LT,Android,0
369,A_control,20.0,0,LT,Android,0
370,B_treatment,22.0,1,LT,iOS,0
371,B_treatment,22.0,1,FR,Android,0
372,A_control,20.0,0,FR,Android,0
373,A_control,20.0,0,FR,Web,0
374,A_control,20.0,0,PL,iOS,0
375,A_control,20.0,0,FR,Web,1
376,A_control,20.0,0,FR,iOS,0
377,B_treatment,22.0,1,LT,Android,0
378,A_control,20.0,0,NL,Web,0
379,A_control,20.0,0,NL,Web,0
380,B_treatment,22.0,1,NL,Web,0
381,B_treatment,22.0,1,FR,iOS,0
382,B_treatment,22.0,1,DE,iOS,1
383,B_treatment,22.0,1,PL,iOS,0
384,A_control,20.0,0,PL,Android,0
385,A_control,20.0,0,PL,Android,0
386,B_treatment,22.0,1,PL,Web,0
387,B_treatment,22.0,1,FR,iOS,0
388,B_treatment,22.0,1,DE,Web,0
389,A_control,20.0,0,NL,Android,0
390,B_treatment,22.0,1,NL,Web,0
391,B_treatment,22.0,1,DE,iOS,0
392,A_control,20.0,0,NL,Android,0
393,B_treatment,22.0,1,PL,Android,0
394,B_treatment,22.0,1,DE,Web,0
395,A_control,20.0,0,FR,Android,0
396,A_control,20.0,0,FR,Web,0
397,B_treatment,22.0,1,DE,iOS,0
398,A_control,20.0,0,NL,Web,0
399,A_control,20.0,0,NL,iOS,1
400,A_control,20.0,0,DE,Android,0
401,A_control,20.0,0,PL,iOS,0
402,B_treatment,22.0,1,FR,Android,0
403,B_treatment,22.0,1,LT,Web,0
404,A_control,20.0,0,NL,Android,0
405,B_treatment,22.0,1,PL,Web,0
406,B_treatment,22.0,1,DE,Android,0
407,A_control,20.0,0,LT,Android,0
408,B_treatment,22.0,1,NL,Web,0
409,A_control,20.0,0,PL,Web,0
410,B_treatment,22.0,1,NL,Web,0
411,B_treatment,22.0,1,PL,Android,0
412,B_treatment,22.0,1,DE,Web,0
413,A_control,20.0,0,FR,iOS,0
414,B_treatment,22.0,1,FR,Web,0
415,A_control,20.0,0,LT,Android,0
416,A_control,20.0,0,PL,iOS,0
417,A_control,20.0,0,LT,Web,0
418,B_treatment,22.0,1,DE,Web,0
419,A_control,20.0,0,NL,Android,0
420,B_treatment,22.0,1,DE,Android,0
421,B_treatment,22.0,1,DE,Web,0
422,A_control,20.0,0,NL,iOS,0
423,A_control,20.0,0,PL,Web,0
424,A_control,20.0,0,FR,Android,0
425,B_treatment,22.0,1,LT,Android,0
426,B_treatment,22.0,1,LT,Android,0
427,A_control,20.0,0,DE,iOS,0
428,B_treatment,22.0,1,LT,iOS,0
429,A_control,20.0,0,DE,Android,0
430,B_treatment,22.0,1,PL,Android,0
431,B_treatment,22.0,1,NL,iOS,0
432,B_treatment,22.0,1,FR,Android,0
433,B_treatment,22.0,1,FR,Android,0
434,B_treatment,22.0,1,DE,iOS,0
435,A_control,20.0,0,PL,Android,0
436,A_control,20.0,0,PL,iOS,0
437,A_control,20.0,0,PL,Web,0
438,B_treatment,22.0,1,LT,iOS,0
439,B_treatment,22.0,1,PL,Web,1
440,B_treatment,22.0,1,LT,Android,1
441,B_treatment,22.0,1,FR,Web,0
442,A_control,20.0,0,FR,Android,0
443,B_treatment,22.0,1,FR,Android,0
444,A_control,20.0,0,FR,Web,0
445,A_control,20.0,0,DE,iOS,0
446,B_treatment,22.0,1,FR,Web,0
447,B_treatment,22.0,1,LT,Web,0
448,B_treatment,22.0,1,DE,Web,0
449,A_control,20.0,0,DE,Web,0
450,B_treatment,22.0,1,NL,iOS,0
451,A_control,20.0,0,LT,Web,0
452,B_treatment,22.0,1,FR,Android,0
453,B_treatment,22.0,1,PL,Android,1
454,A_control,20.0,0,LT,iOS,0
455,A_control,20.0,0,FR,iOS,0
456,A_control,20.0,0,DE,iOS,0
457,B_treatment,22.0,1,FR,iOS,1
458,A_control,20.0,0,FR,Android,0
459,B_treatment,22.0,1,PL,Web,0
460,B_treatment,22.0,1,PL,Android,0
461,B_treatment,22.0,1,FR,iOS,0
462,A_control,20.0,0,FR,Web,0
463,B_treatment,22.0,1,DE,Android,0
464,A_control,20.0,0,NL,iOS,0
465,B_treatment,22.0,1,PL,Android,0
466,B_treatment,22.0,1,FR,iOS,0
467,B_treatment,22.0,1,PL,Android,1
468,B_treatment,22.0,1,DE,iOS,1
469,A_control,20.0,0,NL,Android,0
470,B_treatment,22.0,1,DE,Web,0
471,A_control,20.0,0,LT,Android,0
472,A_control,20.0,0,NL,Android,0
473,A_control,20.0,0,NL,Web,0
474,A_control,20.0,0,NL,Android,0
475,A_control,20.0,0,DE,iOS,0
476,A_control,20.0,0,FR,Web,0
477,A_control,20.0,0,NL,iOS,0
478,B_treatment,22.0,1,LT,Android,0
479,B_treatment,22.0,1,PL,Web,0
480,A_control,20.0,0,NL,Android,0
481,A_control,20.0,0,LT,Web,0
482,A_control,20.0,0,LT,Android,0
483,B_treatment,22.0,1,NL,Web,0
484,A_control,20.0,0,DE,Android,0
485,A_control,20.0,0,FR,Web,0
486,A_control,20.0,0,DE,Android,0
487,A_control,20.0,0,DE,Android,0
488,A_control,20.0,0,PL,Android,0
489,B_treatment,22.0,1,LT,iOS,0
490,B_treatment,22.0,1,PL,iOS,0
491,B_treatment,22.0,1,PL,iOS,0
492,B_treatment,22.0,1,PL,Web,0
493,B_treatment,22.0,1,NL,iOS,0
494,A_control,20.0,0,DE,Web,0
495,B_treatment,22.0,1,FR,Web,0
496,B_treatment,22.0,1,NL,iOS,0
497,A_control,20.0,0,FR,iOS,0
498,B_treatment,22.0,1,FR,Web,0
499,A_control,20.0,0,PL,Web,0
500,B_treatment,22.0,1,NL,Web,0
501,B_treatment,22.0,1,DE,iOS,0
502,B_treatment,22.0,1,NL,Android,0
503,B_treatment,22.0,1,NL,iOS,0
504,B_treatment,22.0,1,PL,Android,0
505,B_treatment,22.0,1,NL,Android,0
506,B_treatment,22.0,1,DE,Web,0
507,A_control,20.0,0,NL,Web,0
508,B_treatment,22.0,1,NL,iOS,0
509,A_control,20.0,0,LT,Web,0
510,A_control,20.0,0,NL,Web,0
511,A_control,20.0,0,LT,Web,0
512,B_treatment,22.0,1,PL,Web,1
513,A_control,20.0,0,PL,iOS,0
514,A_control,20.0,0,DE,Android,0
515,A_control,20.0,0,FR,Web,0
516,A_control,20.0,0,DE,Android,0
517,A_control,20.0,0,FR,iOS,0
518,B_treatment,22.0,1,DE,Web,0
519,A_control,20.0,0,LT,Web,0
520,B_treatment,22.0,1,DE,Android,0
521,B_treatment,22.0,1,NL,Web,0
522,A_control,20.0,0,DE,Android,0
523,A_control,20.0,0,FR,Web,0
524,B_treatment,22.0,1,DE,iOS,0
525,A_control,20.0,0,FR,Android,1
526,A_control,20.0,0,DE,Android,0
527,B_treatment,22.0,1,PL,Android,0
528,B_treatment,22.0,1,FR,iOS,0
529,B_treatment,22.0,1,PL,iOS,0
530,A_control,20.0,0,DE,Web,0
531,B_treatment,22.0,1,DE,iOS,0
532,B_treatment,22.0,1,PL,Android,0
533,A_control,20.0,0,LT,Android,0
534,B_treatment,22.0,1,DE,Web,1
535,A_control,20.0,0,DE,Web,0
536,A_control,20.0,0,PL,iOS,0
537,B_treatment,22.0,1,FR,iOS,0
538,A_control,20.0,0,FR,iOS,0
539,A_control,20.0,0,PL,Web,0
540,B_treatment,22.0,1,NL,Android,0
541,B_treatment,22.0,1,NL,iOS,0
542,B_treatment,22.0,1,LT,Android,0
543,B_treatment,22.0,1,NL,Android,0
544,B_treatment,22.0,1,LT,iOS,0
545,A_control,20.0,0,DE,Android,0
546,A_control,20.0,0,LT,iOS,0
547,A_control,20.0,0,PL,Android,0
548,A_control,20.0,0,FR,Web,0
549,B_treatment,22.0,1,LT,Android,0
550,A_control,20.0,0,FR,iOS,0
551,A_control,20.0,0,NL,iOS,0
552,A_control,20.0,0,NL,Web,0
553,A_control,20.0,0,LT,iOS,0
554,B_treatment,22.0,1,DE,iOS,0
555,A_control,20.0,0,FR,iOS,0
556,A_control,20.0,0,FR,Android,0
557,A_control,20.0,0,NL,Web,0
558,A_control,20.0,0,FR,Web,0
559,B_treatment,22.0,1,FR,Android,0
560,A_control,20.0,0,FR,Android,1
561,A_control,20.0,0,FR,iOS,0
562,A_control,20.0,0,NL,Android,0
563,B_treatment,22.0,1,NL,iOS,0
564,B_treatment,22.0,1,NL,iOS,0
565,B_treatment,22.0,1,DE,Android,0
566,B_treatment,22.0,1,NL,Web,0
567,B_treatment,22.0,1,FR,Android,0
568,A_control,20.0,0,DE,iOS,0
569,A_control,20.0,0,NL,Android,0
570,B_treatment,22.0,1,DE,Web,0
571,A_control,20.0,0,DE,iOS,0
572,B_treatment,22.0,1,DE,Android,0
573,A_control,20.0,0,NL,Web,0
574,B_treatment,22.0,1,DE,iOS,0
575,B_treatment,22.0,1,PL,Android,0
576,B_treatment,22.0,1,FR,iOS,0
577,B_treatment,22.0,1,FR,iOS,0
578,B_treatment,22.0,1,LT,Android,0
579,B_treatment,22.0,1,NL,Android,0
580,A_control,20.0,0,NL,Android,0
581,A_control,20.0,0,DE,Web,0
582,B_treatment,22.0,1,NL,Android,0
583,A_control,20.0,0,LT,iOS,0
584,A_control,20.0,0,PL,iOS,0
585,B_treatment,22.0,1,LT,Web,0
586,B_treatment,22.0,1,FR,Web,0
587,A_control,20.0,0,NL,Web,0
588,A_control,20.0,0,DE,Android,0
589,A_control,20.0,0,NL,Web,0
590,A_control,20.0,0,LT,Android,0
591,B_treatment,22.0,1,DE,Android,0
592,A_control,20.0,0,DE,Web,0
593,A_control,20.0,0,DE,Android,1
594,B_treatment,22.0,1,DE,Android,0
595,A_control,20.0,0,LT,Android,0
596,A_control,20.0,0,NL,Android,0
597,B_treatment,22.0,1,DE,iOS,0
598,B_treatment,22.0,1,DE,iOS,0
599,B_treatment,22.0,1,PL,iOS,0
600,B_treatment,22.0,1,DE,Android,0
601,A_control,20.0,0,PL,Android,1
602,B_treatment,22.0,1,DE,Android,0
603,B_treatment,22.0,1,PL,Android,0
604,B_treatment,22.0,1,NL,iOS,0
605,B_treatment,22.0,1,DE,Android,0
606,B_treatment,22.0,1,FR,Android,0
607,B_treatment,22.0,1,FR,Android,0
608,A_control,20.0,0,DE,Android,0
609,B_treatment,22.0,1,FR,Android,0
610,A_control,20.0,0,NL,Web,0
611,B_treatment,22.0,1,NL,Web,0
612,B_treatment,22.0,1,DE,Web,0
613,B_treatment,22.0,1,NL,iOS,0
614,B_treatment,22.0,1,FR,iOS,0
615,A_control,20.0,0,DE,Android,0
616,B_treatment,22.0,1,DE,Android,1
617,B_treatment,22.0,1,FR,iOS,0
618,A_control,20.0,0,DE,iOS,0
619,A_control,20.0,0,DE,iOS,0
620,A_control,20.0,0,FR,Web,0
621,B_treatment,22.0,1,PL,Android,0
622,A_control,20.0,0,NL,Android,0
623,B_treatment,22.0,1,PL,iOS,0
624,A_control,20.0,0,DE,iOS,0
625,B_treatment,22.0,1,PL,Android,1
626,A_control,20.0,0,DE,iOS,0
627,B_treatment,22.0,1,DE,Web,0
628,A_control,20.0,0,DE,iOS,0
629,B_treatment,22.0,1,FR,Web,0
630,B_treatment,22.0,1,DE,Android,0
631,B_treatment,22.0,1,NL,Web,0
632,B_treatment,22.0,1,NL,Web,1
633,A_control,20.0,0,FR,Web,0
634,A_control,20.0,0,NL,iOS,1
635,A_control,20.0,0,DE,iOS,0
636,A_control,20.0,0,DE,Android,0
637,B_treatment,22.0,1,DE,iOS,0
638,B_treatment,22.0,1,DE,iOS,0
639,B_treatment,22.0,1,DE,iOS,0
640,B_treatment,22.0,1,DE,Web,0
641,B_treatment,22.0,1,FR,Web,0
642,B_treatment,22.0,1,PL,iOS,0
643,A_control,20.0,0,PL,Web,0
644,A_control,20.0,0,PL,Android,0
645,B_treatment,22.0,1,DE,iOS,0
646,B_treatment,22.0,1,DE,Android,0
647,A_control,20.0,0,LT,Android,0
648,B_treatment,22.0,1,NL,Web,0
649,B_treatment,22.0,1,DE,Android,0
650,A_control,20.0,0,NL,Android,0
651,A_control,20.0,0,PL,iOS,0
652,B_treatment,22.0,1,FR,Web,0
653,B_treatment,22.0,1,PL,Web,0
654,A_control,20.0,0,DE,Web,0
